Protein_1	Protein_2	Type	Score
NP_011542.3	NP_012514.2	binding	765
NP_010917.3	NP_014565.2	binding	900
NP_011015.3	NP_011390.2	binding	338
NP_013064.1	NP_015174.1	binding	981
NP_013956.1	NP_014788.1	binding	933
NP_014214.1	NP_014527.1	binding	697
NP_012524.3	NP_012535.3	binding	900
NP_010186.1	NP_116708.1	binding	985
NP_012445.1	NP_014138.1	binding	748
NP_015313.1	NP_015107.1	binding	900
NP_011577.3	NP_012528.1	binding	644
NP_011848.1	NP_014382.1	binding	333
NP_010121.1	NP_011092.1	binding	535
NP_011966.1	NP_013370.1	binding	708
NP_009810.3	NP_012018.1	binding	280
NP_012355.1	NP_012655.3	binding	363
NP_011053.1	NP_013298.1	binding	963
NP_013105.1	NP_015303.1	binding	941
NP_010253.2	NP_011617.1	binding	983
NP_010877.3	NP_014619.1	binding	224
NP_012949.1	NP_015107.1	binding	513
NP_013095.1	NP_013930.1	binding	948
NP_010621.1	NP_014292.3	binding	940
NP_012148.1	NP_012450.1	binding	697
NP_010476.1	NP_116629.1	binding	846
NP_010652.3	NP_014382.1	binding	262
NP_012395.1	NP_014508.1	binding	910
NP_011447.1	NP_011392.1	binding	365
NP_010942.1	NP_015489.1	binding	728
NP_014324.3	NP_015341.1	binding	205
NP_009351.1	NP_013930.1	binding	824
NP_010086.2	NP_013370.1	binding	962
NP_012472.1	NP_014093.1	binding	764
NP_013633.1	NP_015419.1	binding	337
NP_009872.1	NP_013103.1	binding	900
NP_010736.3	NP_013341.1	binding	273
NP_010296.3	NP_015461.1	binding	900
NP_009365.1	NP_014221.3	binding	968
NP_011523.3	NP_014624.1	binding	855
NP_013764.1	NP_014930.1	binding	922
NP_013317.1	NP_015174.1	binding	269
NP_010696.3	NP_014771.3	binding	300
NP_010888.1	NP_010942.1	binding	306
NP_011386.2	NP_012173.3	binding	922
NP_012243.3	NP_014802.3	binding	916
NP_012949.1	NP_013298.1	binding	513
NP_014286.1	NP_015419.1	binding	349
NP_010296.3	NP_013763.1	binding	910
NP_012725.1	NP_013701.1	binding	207
NP_009827.3	NP_010624.3	binding	674
NP_013175.1	NP_015469.1	binding	922
NP_013007.1	NP_015113.1	binding	900
NP_012116.1	NP_013763.1	binding	957
NP_013093.1	NP_013109.1	binding	912
NP_009652.2	NP_010901.1	binding	750
NP_014267.1	NP_015107.1	binding	947
NP_009929.1	NP_014830.1	binding	576
NP_014391.1	NP_014335.1	binding	610
NP_010345.3	NP_013956.1	binding	808
NP_011098.3	NP_014986.3	binding	202
NP_012916.1	NP_014093.1	binding	264
NP_009365.1	NP_011447.1	binding	252
NP_011075.3	NP_015236.1	binding	279
NP_013179.1	NP_014718.1	binding	974
NP_011674.3	NP_013502.3	binding	815
NP_010737.1	NP_013007.1	binding	434
NP_009841.1	NP_011736.1	binding	879
NP_010715.3	NP_011786.1	binding	286
NP_010450.3	NP_012148.1	binding	158
NP_010402.3	NP_011392.1	binding	311
NP_010554.1	NP_014544.1	binding	976
NP_012070.3	NP_014003.1	binding	561
NP_009701.3	NP_014811.3	binding	319
NP_013633.1	NP_015111.1	binding	270
NP_010223.1	NP_010133.1	binding	951
NP_009712.1	NP_014292.3	binding	307
NP_009872.1	NP_011437.3	binding	697
NP_009616.1	NP_012445.1	binding	800
NP_014451.1	NP_014849.3	binding	900
NP_011604.3	NP_012426.1	binding	985
NP_013847.1	NP_014017.1	binding	910
NP_011613.3	NP_014132.1	binding	258
NP_009872.1	NP_011605.1	binding	282
NP_011437.3	NP_014382.1	binding	199
NP_011661.2	NP_012466.1	binding	910
NP_011748.3	NP_014902.3	binding	985
NP_011304.2	NP_014280.3	binding	845
NP_011604.3	NP_015057.1	binding	900
NP_012190.1	NP_015428.1	binding	985
NP_010133.1	NP_014017.1	binding	911
NP_011936.1	NP_014499.2	binding	985
NP_010888.1	NP_015111.1	binding	905
NP_010255.1	NP_014292.3	binding	151
NP_010877.3	NP_014630.1	binding	296
NP_010186.1	NP_014045.1	binding	985
NP_011392.1	NP_013956.1	binding	969
NP_010330.1	NP_014506.1	binding	284
NP_009365.1	NP_013093.1	binding	905
NP_010942.1	NP_013866.1	binding	987
NP_012122.3	NP_012872.2	binding	900
NP_012018.1	NP_012472.1	binding	235
NP_009645.1	NP_015303.1	binding	973
NP_009790.3	NP_010621.1	binding	955
NP_014262.3	NP_014221.3	binding	319
NP_010877.3	NP_013618.1	binding	294
NP_011596.1	NP_013725.1	binding	234
NP_013737.1	NP_014214.1	binding	908
NP_010594.3	NP_011445.1	binding	157
NP_009359.1	NP_014391.1	binding	632
NP_012989.3	NP_013109.1	binding	749
NP_010146.1	NP_014905.1	binding	163
NP_009990.1	NP_116636.1	binding	952
NP_012941.1	NP_013930.1	binding	900
NP_116681.1	NP_116687.1	binding	662
NP_013108.1	NP_014414.3	binding	968
NP_011084.1	NP_116615.1	binding	590
NP_011486.1	NP_012040.1	binding	900
NP_010761.3	NP_012728.1	binding	302
NP_011987.1	NP_012056.1	binding	641
NP_010450.3	NP_013267.1	binding	985
NP_009738.1	NP_011596.1	binding	305
NP_013093.1	NP_014017.1	binding	957
NP_010872.1	NP_014179.1	binding	247
NP_012346.1	NP_014262.3	binding	190
NP_009984.1	NP_013617.1	binding	985
NP_010086.2	NP_011309.1	binding	935
NP_011748.3	NP_014045.1	binding	914
NP_010748.3	NP_013105.1	binding	985
NP_010330.1	NP_015317.1	binding	192
NP_012916.1	NP_014434.1	binding	264
NP_009365.1	NP_011568.3	binding	910
NP_009841.1	NP_009975.1	binding	949
NP_012148.1	NP_013714.1	binding	183
NP_011711.3	NP_013847.1	binding	660
NP_010938.1	NP_011769.1	binding	985
NP_012639.1	NP_012818.1	binding	219
NP_010345.3	NP_010784.1	binding	900
NP_013248.1	NP_013633.1	binding	267
NP_010606.1	NP_015064.1	binding	192
NP_010326.1	NP_014093.1	binding	928
NP_013298.1	NP_013727.1	binding	900
NP_010611.3	NP_015470.1	binding	985
NP_010624.3	NP_012346.1	binding	280
NP_012879.1	NP_015158.1	binding	433
NP_012431.1	NP_015262.1	binding	983
NP_010888.1	NP_014619.1	binding	247
NP_010330.1	NP_014985.1	binding	319
NP_009551.2	NP_009872.1	binding	952
NP_010748.3	NP_015303.1	binding	912
NP_012951.1	NP_014903.1	binding	998
NP_014436.1	NP_015113.1	binding	900
NP_116636.1	NP_012913.3	binding	901
NP_010133.1	NP_014267.1	binding	951
NP_012018.1	NP_013764.1	binding	929
NP_011447.1	NP_011576.1	binding	463
NP_012201.1	NP_014624.1	binding	449
NP_009734.1	NP_012024.1	binding	670
NP_012395.1	NP_012569.1	binding	913
NP_010133.1	NP_014262.3	binding	267
NP_009752.3	NP_014506.1	binding	993
NP_012540.3	NP_015366.1	binding	933
NP_012445.1	NP_014547.1	binding	580
NP_012445.1	NP_014547.1	binding	522
NP_013293.1	NP_014793.1	binding	338
NP_014267.1	NP_014633.1	binding	900
NP_011053.1	NP_011604.3	binding	815
NP_010255.1	NP_015309.1	binding	238
NP_009404.1	NP_014138.1	binding	916
NP_010888.1	NP_013866.1	binding	240
NP_010345.3	NP_012916.1	binding	910
NP_013370.1	NP_014112.1	binding	954
NP_010770.3	NP_012203.1	binding	271
NP_013727.1	NP_013811.1	binding	900
NP_009621.3	NP_010529.3	binding	271
NP_014837.1	NP_015317.1	binding	267
NP_010938.1	NP_015085.1	binding	197
NP_010281.1	NP_116647.1	binding	996
NP_014375.1	NP_014264.1	binding	651
NP_013103.1	NP_013847.1	binding	900
NP_011321.1	NP_011836.1	binding	153
NP_011936.1	NP_014643.1	binding	985
NP_013103.1	NP_013956.1	binding	900
NP_010255.1	NP_116615.1	binding	242
NP_012768.1	NP_013482.1	binding	536
NP_009929.1	NP_015141.1	binding	823
NP_010186.1	NP_013618.1	binding	985
NP_010524.3	NP_015064.1	binding	788
NP_013230.1	NP_013727.1	binding	905
NP_012534.1	NP_013585.1	binding	246
NP_009469.2	NP_010276.3	binding	998
NP_011661.2	NP_012535.3	binding	910
NP_015323.1	NP_015260.1	binding	982
NP_009351.1	NP_010450.3	binding	158
NP_012845.1	NP_015111.1	binding	307
NP_012270.1	NP_013967.1	binding	940
NP_116636.1	NP_012332.1	binding	906
NP_012599.3	NP_014292.3	binding	151
NP_010412.1	NP_015089.1	binding	603
NP_010345.3	NP_015437.1	binding	800
NP_012018.1	NP_015057.1	binding	900
NP_012036.1	NP_013228.1	binding	998
NP_011661.2	NP_014788.1	binding	900
NP_011075.3	NP_014853.3	binding	947
NP_010611.3	NP_010737.1	binding	985
NP_009827.3	NP_015312.1	binding	879
NP_012524.3	NP_014017.1	binding	910
NP_013956.1	NP_014633.1	binding	968
NP_013811.1	NP_015107.1	binding	985
NP_010512.1	NP_010920.3	binding	229
NP_009884.1	NP_012621.1	binding	982
NP_010080.1	NP_010449.1	binding	980
NP_116654.1	NP_014436.1	binding	596
NP_009370.1	NP_010888.1	binding	504
NP_010942.1	NP_013879.1	binding	333
NP_013246.1	NP_014117.1	binding	900
NP_015199.1	NP_015463.1	binding	985
NP_009694.3	NP_014493.1	binding	263
NP_010682.3	NP_116659.1	binding	985
NP_011561.3	NP_014359.3	binding	951
NP_009975.1	NP_012017.1	binding	338
NP_014262.3	NP_015312.1	binding	928
NP_013513.3	NP_014262.3	binding	319
NP_014837.1	NP_015513.1	binding	985
NP_010682.3	NP_116665.1	binding	985
NP_010402.3	NP_014093.1	binding	284
NP_011661.2	NP_012426.1	binding	910
NP_009929.1	NP_014793.1	binding	879
NP_012472.1	NP_013879.1	binding	275
NP_116665.1	NP_013618.1	binding	985
NP_012018.1	NP_013103.1	binding	914
NP_010136.1	NP_015199.1	binding	396
NP_009621.3	NP_014015.1	binding	194
NP_011447.1	NP_014793.1	binding	896
NP_012897.3	NP_013697.1	binding	925
NP_010065.2	NP_011517.1	binding	267
NP_009917.1	NP_014493.1	binding	982
NP_009990.1	NP_014802.3	binding	952
NP_009655.2	NP_013408.1	binding	267
NP_010232.1	NP_012584.3	binding	205
NP_010128.1	NP_013230.1	binding	985
NP_009827.3	NP_010326.1	binding	674
NP_014508.1	NP_014853.3	binding	983
NP_010401.1	NP_014830.1	binding	576
NP_010585.3	NP_013617.1	binding	720
NP_010186.1	NP_015433.1	binding	985
NP_013727.1	NP_014930.1	binding	928
NP_011848.1	NP_011903.1	binding	365
NP_012466.1	NP_012823.2	binding	985
NP_013847.1	NP_015107.1	binding	985
NP_011457.1	NP_012834.1	binding	651
NP_010115.1	NP_011075.3	binding	501
NP_012445.1	NP_013763.1	binding	701
NP_012445.1	NP_013763.1	binding	522
NP_010692.3	NP_015516.1	binding	361
NP_010756.3	NP_012505.1	binding	700
NP_011617.1	NP_015113.1	binding	933
NP_011098.3	NP_014126.1	binding	193
NP_010376.3	NP_015358.1	binding	371
NP_010748.3	NP_015513.1	binding	904
NP_010877.3	NP_011517.1	binding	175
NP_014434.1	NP_014811.3	binding	224
NP_010276.3	NP_010219.1	binding	175
NP_011437.3	NP_013248.1	binding	232
NP_012865.1	NP_015317.1	binding	269
NP_012823.2	NP_013956.1	binding	918
NP_009701.3	NP_010079.1	binding	336
NP_116579.1	NP_013406.1	binding	173
NP_012845.1	NP_015107.1	binding	925
NP_009404.1	NP_013341.1	binding	173
NP_010461.3	NP_011075.3	binding	667
NP_012243.3	NP_015317.1	binding	245
NP_011617.1	NP_015107.1	binding	959
NP_010682.3	NP_011020.3	binding	985
NP_010585.3	NP_012524.3	binding	900
NP_014496.2	NP_015458.1	binding	882
NP_010718.1	NP_014328.3	binding	808
NP_013617.1	NP_014633.1	binding	967
NP_011617.1	NP_012018.1	binding	949
NP_011344.1	NP_014017.1	binding	911
NP_009704.1	NP_014013.1	binding	235
NP_009827.3	NP_011386.2	binding	674
NP_011447.1	NP_015141.1	binding	853
NP_010524.3	NP_013701.1	binding	917
NP_013323.1	NP_014633.1	binding	967
NP_010462.3	NP_012586.1	binding	173
NP_012548.1	NP_013834.1	binding	603
NP_012332.1	NP_014802.3	binding	916
NP_011447.1	NP_011372.3	binding	449
NP_009626.1	NP_009668.3	binding	406
NP_009652.2	NP_009793.1	binding	370
NP_009370.1	NP_009621.3	binding	959
NP_010376.3	NP_012601.1	binding	646
NP_012523.2	NP_015516.1	binding	970
NP_010447.3	NP_012728.1	binding	321
NP_010859.1	NP_015199.1	binding	662
NP_011309.1	NP_015064.1	binding	963
NP_014093.1	NP_015006.3	binding	244
NP_011092.1	NP_014811.3	binding	224
NP_011956.1	NP_011957.1	binding	198
NP_010737.1	NP_014788.1	binding	933
NP_010121.1	NP_015454.1	binding	849
NP_013064.1	NP_015147.1	binding	179
NP_011674.3	NP_014643.1	binding	983
NP_011761.3	NP_015064.1	binding	609
NP_011568.3	NP_013879.1	binding	648
NP_010232.1	NP_011437.3	binding	288
NP_011568.3	NP_013293.1	binding	331
NP_009351.1	NP_015015.1	binding	239
NP_011445.1	NP_015435.1	binding	522
NP_012243.3	NP_013105.1	binding	947
NP_010877.3	NP_011848.1	binding	224
NP_010514.3	NP_014893.1	binding	958
NP_012569.1	NP_015381.1	binding	905
NP_009734.1	NP_011987.1	binding	968
NP_010715.3	NP_011651.3	binding	985
NP_011092.1	NP_011736.1	binding	196
NP_011100.1	NP_014149.1	binding	252
NP_009645.1	NP_011421.1	binding	298
NP_013230.1	NP_014267.1	binding	964
NP_010304.3	NP_013317.1	binding	224
NP_014849.3	NP_015282.1	binding	900
NP_010715.3	NP_116708.1	binding	985
NP_015153.1	NP_015517.1	binding	190
NP_012138.1	NP_014159.1	binding	982
NP_013126.1	NP_014112.1	binding	304
NP_010737.1	NP_012426.1	binding	985
NP_010888.1	NP_015463.1	binding	967
NP_011957.1	NP_014224.2	binding	234
NP_010529.3	NP_010770.3	binding	183
NP_010277.1	NP_010186.1	binding	985
NP_010946.3	NP_014896.3	binding	358
NP_013698.1	NP_014444.1	binding	665
NP_011392.1	NP_012018.1	binding	948
NP_013408.1	NP_013846.1	binding	156
NP_010376.3	NP_015469.1	binding	900
NP_012923.3	NP_014434.1	binding	903
NP_011020.3	NP_012777.1	binding	985
NP_010121.1	NP_015435.1	binding	643
NP_010117.1	NP_014547.1	binding	955
NP_012569.1	NP_015303.1	binding	968
NP_009806.3	NP_010611.3	binding	900
NP_011542.3	NP_011562.1	binding	248
NP_014013.1	NP_014393.1	binding	321
NP_012712.1	NP_014980.3	binding	203
NP_009734.1	NP_014292.3	binding	199
NP_011966.1	NP_013179.1	binding	454
NP_010002.3	NP_011605.1	binding	225
NP_009635.1	NP_013987.1	binding	964
NP_010514.3	NP_012864.1	binding	863
NP_009370.1	NP_013248.1	binding	905
NP_011280.1	NP_014771.3	binding	378
NP_010877.3	NP_012903.1	binding	267
NP_009935.1	NP_014315.1	binding	359
NP_009816.1	NP_013206.1	binding	901
NP_010277.1	NP_010476.1	binding	206
NP_116659.1	NP_011769.1	binding	985
NP_012584.3	NP_015489.1	binding	205
NP_012584.3	NP_013218.1	binding	992
NP_009806.3	NP_010624.3	binding	269
NP_009806.3	NP_013811.1	binding	900
NP_014281.1	NP_015454.1	binding	522
NP_010086.2	NP_116615.1	binding	909
NP_011716.3	NP_015239.1	binding	985
NP_010138.1	NP_010498.1	binding	985
NP_013218.1	NP_013777.1	binding	191
NP_009404.1	NP_010181.2	binding	985
NP_011392.1	NP_014214.1	binding	296
NP_010459.1	NP_011321.1	binding	231
NP_010761.3	NP_010946.3	binding	985
NP_011026.3	NP_011457.1	binding	267
NP_011736.1	NP_014830.1	binding	585
NP_011639.3	NP_014670.1	binding	505
NP_010624.3	NP_013879.1	binding	926
NP_013317.1	NP_015261.1	binding	428
NP_014849.3	NP_015463.1	binding	720
NP_011068.1	NP_014708.1	binding	533
NP_010055.1	NP_116615.1	binding	902
NP_010296.3	NP_012445.1	binding	800
NP_009392.2	NP_014268.1	binding	837
NP_009796.1	NP_010761.3	binding	274
NP_013544.1	NP_013705.1	binding	794
NP_010626.1	NP_012501.1	binding	749
NP_014011.1	NP_014132.1	binding	215
NP_011617.1	NP_012039.1	binding	911
NP_009919.3	NP_015260.1	binding	985
NP_009810.3	NP_012017.1	binding	296
NP_009816.1	NP_010888.1	binding	963
NP_014930.1	NP_015470.1	binding	982
NP_010216.1	NP_013264.1	binding	540
NP_010345.3	NP_015113.1	binding	910
NP_010704.1	NP_011774.1	binding	940
NP_010223.1	NP_011859.1	binding	273
NP_011957.1	NP_015463.1	binding	783
NP_011661.2	NP_015107.1	binding	910
NP_009410.1	NP_009469.2	binding	232
NP_010133.1	NP_012426.1	binding	989
NP_010946.3	NP_011645.3	binding	930
NP_010649.1	NP_011561.3	binding	954
NP_010255.1	NP_010135.1	binding	502
NP_014217.1	NP_015305.1	binding	705
NP_011859.1	NP_014013.1	binding	224
NP_012445.1	NP_014685.1	binding	232
NP_009392.2	NP_014634.1	binding	903
NP_010610.3	NP_014315.1	binding	190
NP_010624.3	NP_015006.3	binding	272
NP_009712.1	NP_012988.1	binding	743
NP_011702.1	NP_012913.3	binding	177
NP_010304.3	NP_012035.1	binding	905
NP_010597.3	NP_015350.1	binding	985
NP_009734.1	NP_009917.1	binding	269
NP_011726.1	NP_013879.1	binding	152
NP_009780.1	NP_010718.1	binding	747
NP_012523.2	NP_014400.1	binding	985
NP_116708.1	NP_116710.1	binding	985
NP_009919.3	NP_013794.1	binding	982
NP_011568.3	NP_015366.1	binding	772
NP_011098.3	NP_015513.1	binding	973
NP_116636.1	NP_013218.1	binding	985
NP_012949.1	NP_013617.1	binding	513
NP_010313.3	NP_015303.1	binding	900
NP_010223.1	NP_010877.3	binding	196
NP_010345.3	NP_015232.1	binding	910
NP_013264.1	NP_014621.1	binding	698
NP_010585.3	NP_015463.1	binding	900
NP_011037.3	NP_011605.1	binding	985
NP_009388.2	NP_010756.3	binding	540
NP_012124.1	NP_013298.1	binding	522
NP_013228.1	NP_014980.3	binding	361
NP_010585.3	NP_014324.3	binding	907
NP_012619.1	NP_014855.3	binding	968
NP_009761.4	NP_013834.1	binding	585
NP_011604.3	NP_013847.1	binding	985
NP_011936.1	NP_011949.1	binding	939
NP_012270.1	NP_012332.1	binding	908
NP_011761.3	NP_014289.1	binding	787
NP_010626.1	NP_013617.1	binding	967
NP_010296.3	NP_013642.1	binding	917
NP_013967.1	NP_014154.1	binding	224
NP_012426.1	NP_014262.3	binding	267
NP_009806.3	NP_014324.3	binding	900
NP_010326.1	NP_013918.1	binding	301
NP_013618.1	NP_014904.3	binding	985
NP_010254.1	NP_012913.3	binding	916
NP_010181.2	NP_010117.1	binding	896
NP_013487.1	NP_013714.1	binding	198
NP_011084.1	NP_012505.1	binding	883
NP_009701.3	NP_011859.1	binding	336
NP_009595.1	NP_010584.1	binding	985
NP_014436.1	NP_015341.1	binding	908
NP_011687.1	NP_015228.1	binding	297
NP_010682.3	NP_015007.1	binding	985
NP_010326.1	NP_014147.1	binding	879
NP_012243.3	NP_015513.1	binding	985
NP_009759.3	NP_013647.1	binding	163
NP_116710.1	NP_012777.1	binding	985
NP_010569.3	NP_012540.3	binding	976
NP_011386.2	NP_014527.1	binding	751
NP_011100.1	NP_014860.1	binding	248
NP_010254.1	NP_011037.3	binding	701
NP_014849.3	NP_015313.1	binding	720
NP_010462.3	NP_012712.1	binding	501
NP_013585.1	NP_014392.3	binding	641
NP_009810.3	NP_014214.1	binding	785
NP_009637.1	NP_015348.1	binding	258
NP_013218.1	NP_013967.1	binding	954
NP_010186.1	NP_011892.1	binding	985
NP_710144.3	NP_012872.2	binding	900
NP_009712.1	NP_011631.1	binding	277
NP_009367.1	NP_710144.3	binding	900
NP_010128.1	NP_013323.1	binding	985
NP_009712.1	NP_011075.3	binding	965
NP_009704.1	NP_013918.1	binding	342
NP_011344.1	NP_015437.1	binding	900
NP_010624.3	NP_011386.2	binding	982
NP_011472.1	NP_014853.3	binding	985
NP_009370.1	NP_012913.3	binding	440
NP_010717.1	NP_011848.1	binding	985
NP_010448.1	NP_013126.1	binding	319
NP_010761.3	NP_011520.2	binding	919
NP_013363.1	NP_013370.1	binding	248
NP_011467.1	NP_013618.1	binding	985
NP_010626.1	NP_012426.1	binding	967
NP_011774.1	NP_012445.1	binding	237
NP_012865.1	NP_014853.3	binding	985
NP_015374.1	NP_015511.1	binding	880
NP_014775.3	NP_015129.1	binding	150
NP_014281.1	NP_015147.1	binding	436
NP_116647.1	NP_013793.1	binding	888
NP_009810.3	NP_012173.3	binding	915
NP_011309.1	NP_014156.2	binding	552
NP_014262.3	NP_014609.1	binding	190
NP_009694.3	NP_011848.1	binding	205
NP_011949.1	NP_014621.1	binding	915
NP_010554.1	NP_014811.3	binding	265
NP_010761.3	NP_012035.1	binding	985
NP_010276.3	NP_014980.3	binding	286
NP_010551.1	NP_012934.1	binding	928
NP_013703.1	NP_014853.3	binding	985
NP_011711.3	NP_014643.1	binding	985
NP_011467.1	NP_012533.1	binding	985
NP_013066.1	NP_014338.3	binding	900
NP_010121.1	NP_011037.3	binding	633
NP_010236.1	NP_012728.1	binding	921
NP_009490.1	NP_012504.3	binding	456
NP_012924.2	NP_015260.1	binding	982
NP_012203.1	NP_015513.1	binding	918
NP_013102.1	NP_015470.1	binding	749
NP_010372.3	NP_010784.1	binding	900
NP_012924.2	NP_013125.1	binding	985
NP_012809.1	NP_013763.1	binding	302
NP_014860.1	NP_014986.3	binding	296
NP_011372.3	NP_011859.1	binding	491
NP_010888.1	NP_011859.1	binding	198
NP_012540.3	NP_015006.3	binding	989
NP_116654.1	NP_012039.1	binding	900
NP_011382.1	NP_014986.3	binding	165
NP_012913.3	NP_014802.3	binding	901
NP_010888.1	NP_014434.1	binding	198
NP_010748.3	NP_012138.1	binding	222
NP_009694.3	NP_116629.1	binding	172
NP_011092.1	NP_011586.1	binding	497
NP_012466.1	NP_014175.1	binding	900
NP_011786.1	NP_015488.1	binding	290
NP_014045.1	NP_015007.1	binding	985
NP_009919.3	NP_010877.3	binding	297
NP_010330.1	NP_011577.3	binding	319
NP_009351.1	NP_011062.1	binding	920
NP_013739.1	NP_014003.1	binding	219
NP_010254.1	NP_010770.3	binding	673
NP_012532.3	NP_013869.1	binding	979
NP_009617.3	NP_014849.3	binding	275
NP_014359.3	NP_014853.3	binding	901
NP_011651.3	NP_012777.1	binding	985
NP_013160.1	NP_014561.1	binding	319
NP_015097.1	NP_015509.1	binding	652
NP_010585.3	NP_012823.2	binding	720
NP_013066.1	NP_015232.1	binding	900
NP_012535.3	NP_012823.2	binding	985
NP_011903.1	NP_014147.1	binding	172
NP_013248.1	NP_015513.1	binding	962
NP_012749.1	NP_015232.1	binding	900
NP_012056.1	NP_012540.3	binding	810
NP_010888.1	NP_011053.1	binding	915
NP_012035.1	NP_013847.1	binding	288
NP_010232.1	NP_013218.1	binding	260
NP_010255.1	NP_011309.1	binding	508
NP_013500.3	NP_014624.1	binding	218
NP_009841.1	NP_011447.1	binding	615
NP_009975.1	NP_015141.1	binding	842
NP_009617.3	NP_012749.1	binding	282
NP_014565.2	NP_015341.1	binding	900
NP_010715.3	NP_011467.1	binding	985
NP_010466.3	NP_116647.1	binding	888
NP_010223.1	NP_013323.1	binding	900
NP_011344.1	NP_015463.1	binding	985
NP_011604.3	NP_015470.1	binding	985
NP_011631.1	NP_012528.1	binding	226
NP_010715.3	NP_015428.1	binding	985
NP_011929.1	NP_011957.1	binding	764
NP_011457.1	NP_014496.2	binding	256
NP_011504.3	NP_012259.3	binding	942
NP_009530.1	NP_010777.3	binding	974
NP_012584.3	NP_014867.1	binding	913
NP_014154.1	NP_015489.1	binding	198
NP_009694.3	NP_011098.3	binding	181
NP_012445.1	NP_013408.1	binding	167
NP_010345.3	NP_010585.3	binding	720
NP_010255.1	NP_010414.3	binding	290
NP_011848.1	NP_015312.1	binding	361
NP_009399.2	NP_010448.1	binding	240
NP_013109.1	NP_013879.1	binding	199
NP_012927.3	NP_014177.1	binding	927
NP_013126.1	NP_014624.1	binding	946
NP_009813.1	NP_010086.2	binding	929
NP_010448.1	NP_013179.1	binding	152
NP_011777.3	NP_014403.3	binding	172
NP_010888.1	NP_014986.3	binding	177
NP_010529.3	NP_011586.1	binding	188
NP_010079.1	NP_011617.1	binding	193
NP_011075.3	NP_015435.1	binding	927
NP_009621.3	NP_013218.1	binding	987
NP_015324.1	NP_015488.1	binding	808
NP_011309.1	NP_014403.3	binding	685
NP_009617.3	NP_011956.1	binding	183
NP_011092.1	NP_013360.1	binding	173
