Protein	GO
NP_010653.1	GO:0005730
NP_010653.1	GO:0042254
NP_010653.1	GO:0003723
NP_010653.1	GO:0005634
NP_058153.3	GO:0000943
NP_058153.3	GO:0005737
NP_058153.3	GO:0003723
NP_058153.3	GO:0032197
NP_058152.1	GO:0006310
NP_058152.1	GO:0003677
NP_058152.1	GO:0008233
NP_058152.1	GO:0071897
NP_058152.1	GO:0005634
NP_058152.1	GO:0003676
NP_058152.1	GO:0032197
NP_058152.1	GO:0004540
NP_058152.1	GO:0003887
NP_058152.1	GO:0004518
NP_058152.1	GO:0000166
NP_058152.1	GO:0000943
NP_058152.1	GO:0004523
NP_058152.1	GO:0004190
NP_058152.1	GO:0003723
NP_058152.1	GO:0016740
NP_058152.1	GO:0090501
NP_058152.1	GO:0003824
NP_058152.1	GO:0006278
NP_058152.1	GO:0003964
NP_058152.1	GO:0016787
NP_058152.1	GO:0016779
NP_058152.1	GO:0032196
NP_058152.1	GO:0046872
NP_058152.1	GO:0008152
NP_058152.1	GO:0015074
NP_058152.1	GO:0004519
NP_058152.1	GO:0006508
NP_058152.1	GO:0005737
NP_058152.1	GO:0090502
NP_058152.1	GO:0005524
NP_058152.1	GO:0090305
NP_010654.3	GO:0003674
NP_010654.3	GO:0008150
NP_010654.3	GO:0016021
NP_010654.3	GO:0016020
NP_010655.1	GO:0006665
NP_010655.1	GO:0070917
NP_010655.1	GO:0070916
NP_010655.1	GO:0005737
NP_010655.1	GO:0016021
NP_010655.1	GO:0000139
NP_010655.1	GO:0006629
NP_010655.1	GO:0030173
NP_010655.1	GO:0005794
NP_010655.1	GO:0016020
NP_010655.1	GO:0050790
NP_010655.1	GO:0006673
NP_010656.1	GO:0034599
NP_010656.1	GO:0055114
NP_010656.1	GO:0005737
NP_010656.1	GO:0005829
NP_010656.1	GO:0016491
NP_010656.1	GO:0005634
NP_010656.1	GO:0042843
NP_010656.1	GO:0004032
NP_010656.1	GO:0004090
NP_010656.1	GO:0019568
NP_010656.1	GO:0008106
NP_010657.3	GO:0051880
NP_010657.3	GO:0030435
NP_010657.3	GO:0042162
NP_010657.3	GO:0030674
NP_010657.3	GO:0051321
NP_010657.3	GO:0003677
NP_010657.3	GO:0006281
NP_010657.3	GO:0006284
NP_010657.3	GO:0003691
NP_010657.3	GO:0005634
NP_010657.3	GO:0097552
NP_010657.3	GO:0000723
NP_010657.3	GO:0035753
NP_010657.3	GO:0006303
NP_010657.3	GO:0042138
NP_010657.3	GO:0006974
NP_010657.3	GO:0043047
NP_010658.3	GO:0016787
NP_010658.3	GO:0005737
NP_010658.3	GO:0046872
NP_010658.3	GO:0000290
NP_010658.3	GO:0003723
NP_010658.3	GO:0000166
NP_010658.3	GO:0004518
NP_010658.3	GO:0008409
NP_010658.3	GO:0090305
NP_010658.3	GO:0004527
NP_010659.1	GO:0004553
NP_010659.1	GO:0003674
NP_010659.1	GO:0005737
NP_010659.1	GO:0008061
NP_010659.1	GO:0016798
NP_010659.1	GO:0006032
NP_010659.1	GO:0005975
NP_010659.1	GO:0008152
NP_010659.1	GO:0005576
NP_010659.1	GO:0000272
NP_010659.1	GO:0004568
NP_010659.1	GO:0016787
NP_010659.1	GO:0030435
NP_010660.1	GO:0019898
NP_010660.1	GO:0005829
NP_010660.1	GO:0030968
NP_010660.1	GO:0060304
NP_010660.1	GO:0007030
NP_010660.1	GO:0043001
NP_010660.1	GO:0006890
NP_010660.1	GO:0032580
NP_010660.1	GO:0016020
NP_010660.1	GO:0015031
NP_010660.1	GO:0034067
NP_010660.1	GO:0005794
NP_010660.1	GO:0005634
NP_010660.1	GO:0048194
NP_010660.1	GO:0019899
NP_010660.1	GO:0005802
NP_010660.1	GO:0070273
NP_010660.1	GO:0031985
NP_010660.1	GO:0005737
NP_010660.1	GO:0008289
NP_010660.1	GO:0005797
NP_010661.3	GO:0043128
NP_010661.3	GO:0005509
NP_010661.3	GO:0005829
NP_010661.3	GO:0009966
NP_010661.3	GO:0008047
NP_010661.3	GO:0005886
NP_010661.3	GO:0016020
NP_010661.3	GO:0033101
NP_010661.3	GO:0000139
NP_010661.3	GO:0046872
NP_010662.3	GO:0019220
NP_010662.3	GO:0043488
NP_010662.3	GO:0003730
NP_010662.3	GO:0005737
NP_010662.3	GO:0003723
NP_001032576.1	GO:0000777
NP_001032576.1	GO:0005694
NP_001032576.1	GO:0000775
NP_001032576.1	GO:0000776
NP_001032576.1	GO:0005634
NP_001032576.1	GO:0019237
NP_001032576.1	GO:0007059
NP_010663.1	GO:0032979
NP_010663.1	GO:0005743
NP_010663.1	GO:0005524
NP_010663.1	GO:0034551
NP_010663.1	GO:0042626
NP_010663.1	GO:0008320
NP_010663.1	GO:0071806
NP_010663.1	GO:0016020
NP_010663.1	GO:0055085
NP_010663.1	GO:0016021
NP_010663.1	GO:0051131
NP_010663.1	GO:0000166
NP_010663.1	GO:0005739
NP_010664.3	GO:0006879
NP_010664.3	GO:0005743
NP_010664.3	GO:0015039
NP_010664.3	GO:0005739
NP_010664.3	GO:0016491
NP_010664.3	GO:0006744
NP_010664.3	GO:0016020
NP_010664.3	GO:0055114
NP_010665.3	GO:0000276
NP_010665.3	GO:0015986
NP_010665.3	GO:0006811
NP_010665.3	GO:0005743
NP_010665.3	GO:0005739
NP_010665.3	GO:0006754
NP_010665.3	GO:0045263
NP_010665.3	GO:0046933
NP_010665.3	GO:0016887
NP_010665.3	GO:0016020
NP_010665.3	GO:0099132
NP_010666.2	GO:0005732
NP_010666.2	GO:0003723
NP_010666.2	GO:0005688
NP_010666.2	GO:0000932
NP_010666.2	GO:0008380
NP_010666.2	GO:0005634
NP_010666.2	GO:0046540
NP_010666.2	GO:0030490
NP_010666.2	GO:0006397
NP_010666.2	GO:0000398
NP_010666.2	GO:0005681
NP_010666.2	GO:1990726
NP_010666.2	GO:0008033
NP_010666.2	GO:0005730
NP_010666.2	GO:0006364
NP_010666.2	GO:0005737
NP_076888.3	GO:0003674
NP_076888.3	GO:0005739
NP_076888.3	GO:0005759
NP_076888.3	GO:0034553
NP_010667.1	GO:0007165
NP_010667.1	GO:0043547
NP_010667.1	GO:0032177
NP_010667.1	GO:0005737
NP_010667.1	GO:0046872
NP_010667.1	GO:0005096
NP_010667.1	GO:0007264
NP_010667.1	GO:0043087
NP_010667.1	GO:0031106
NP_010668.3	GO:0006552
NP_010668.3	GO:0006569
NP_010668.3	GO:0006067
NP_010668.3	GO:0000951
NP_010668.3	GO:0000949
NP_010668.3	GO:0003824
NP_010668.3	GO:0006090
NP_010668.3	GO:0004737
NP_010668.3	GO:0016829
NP_010668.3	GO:0016831
NP_010668.3	GO:0046872
NP_010668.3	GO:0000955
NP_010668.3	GO:0050177
NP_010668.3	GO:0050546
NP_010668.3	GO:0005829
NP_010668.3	GO:0047434
NP_010668.3	GO:0000950
NP_010668.3	GO:0006572
NP_010668.3	GO:0030976
NP_010668.3	GO:0000287
NP_010668.3	GO:0006559
NP_010668.3	GO:0009083
NP_010668.3	GO:0005737
NP_010668.3	GO:0047433
NP_219495.2	GO:0016021
NP_219495.2	GO:0003674
NP_219495.2	GO:0008150
NP_219495.2	GO:0005741
NP_219495.2	GO:0005739
NP_219495.2	GO:0016020
NP_010669.1	GO:0006283
NP_010669.1	GO:0003723
NP_010669.1	GO:0043462
NP_010669.1	GO:0005634
NP_010669.1	GO:1902281
NP_010669.1	GO:0006406
NP_010669.1	GO:0000346
NP_010669.1	GO:1990119
NP_010669.1	GO:0003676
NP_010670.3	GO:0032147
NP_010670.3	GO:0005840
NP_010670.3	GO:0005737
NP_010670.3	GO:0002181
NP_010670.3	GO:0030295
NP_010670.3	GO:0006414
NP_010670.3	GO:0003735
NP_010670.3	GO:0000324
NP_010670.3	GO:0022625
NP_010670.3	GO:0045860
NP_010671.4	GO:0005694
NP_010671.4	GO:0000775
NP_010671.4	GO:0051321
NP_010671.4	GO:0007049
NP_010671.4	GO:0000777
NP_010671.4	GO:0005634
NP_010671.4	GO:0003674
NP_010671.4	GO:0008150
NP_010671.4	GO:0000776
NP_010671.4	GO:0051301
NP_010672.1	GO:0008519
NP_010672.1	GO:0055085
NP_010672.1	GO:0015123
NP_010672.1	GO:0019740
NP_010672.1	GO:0005739
NP_010672.1	GO:0005886
NP_010672.1	GO:0006811
NP_010672.1	GO:0015696
NP_010672.1	GO:0072488
NP_010672.1	GO:0071944
NP_010672.1	GO:0016021
NP_010672.1	GO:0016020
NP_010672.1	GO:0006847
NP_010673.1	GO:0006412
NP_010673.1	GO:0000166
NP_010673.1	GO:0045901
NP_010673.1	GO:0043022
NP_010673.1	GO:0003723
NP_010673.1	GO:0005737
NP_010673.1	GO:0003924
NP_010673.1	GO:0019843
NP_010673.1	GO:1990145
NP_010673.1	GO:1990904
NP_010673.1	GO:0005829
NP_010673.1	GO:0005525
NP_010673.1	GO:0006414
NP_010673.1	GO:0003746
NP_010674.3	GO:0006265
NP_010674.3	GO:0048257
NP_010674.3	GO:0006310
NP_010674.3	GO:0006974
NP_010674.3	GO:0008821
NP_010674.3	GO:0016787
NP_010674.3	GO:0046872
NP_010674.3	GO:0003677
NP_010674.3	GO:0004857
NP_010674.3	GO:0090305
NP_010674.3	GO:0004519
NP_010674.3	GO:0004518
NP_010674.3	GO:0004520
NP_010674.3	GO:0007131
NP_010674.3	GO:0048476
NP_010674.3	GO:0006281
NP_010674.3	GO:0000712
NP_010674.3	GO:0051097
NP_010674.3	GO:0005634
NP_010674.3	GO:0051321
NP_010674.3	GO:0000727
NP_010674.3	GO:0031573
NP_010675.3	GO:0022857
NP_010675.3	GO:0034219
NP_010675.3	GO:0055085
NP_010675.3	GO:0005351
NP_010675.3	GO:0016021
NP_010675.3	GO:0016020
NP_010675.3	GO:0005215
NP_010675.3	GO:0000329
NP_010675.3	GO:1902600
NP_010675.3	GO:0008643
NP_010675.3	GO:0005887
NP_010676.1	GO:0008092
NP_010676.1	GO:0003779
NP_010676.1	GO:0005737
NP_010676.1	GO:1990528
NP_010676.1	GO:0006897
NP_010676.1	GO:0005937
NP_010676.1	GO:0043332
NP_010676.1	GO:0016192
NP_010676.1	GO:0060988
NP_010676.1	GO:0031097
NP_010676.1	GO:0005856
NP_010676.1	GO:0005829
NP_010676.1	GO:0030479
NP_010676.1	GO:0051666
NP_010676.1	GO:0005516
NP_010676.1	GO:0008289
NP_010676.1	GO:0097320
NP_010677.1	GO:0035024
NP_010677.1	GO:0090038
NP_010677.1	GO:0005096
NP_010677.1	GO:0043547
NP_010677.1	GO:0032956
NP_010677.1	GO:0007165
NP_010677.1	GO:0005938
NP_010677.1	GO:0005737
NP_010677.1	GO:0005856
NP_010677.1	GO:0060237
NP_010678.3	GO:0008641
NP_010678.3	GO:0016874
NP_010678.3	GO:0016925
NP_010678.3	GO:0032446
NP_010678.3	GO:0005524
NP_010678.3	GO:0046872
NP_010678.3	GO:0000166
NP_010678.3	GO:0005737
NP_010678.3	GO:0031510
NP_010678.3	GO:0005634
NP_010678.3	GO:0019948
NP_010679.3	GO:0008150
NP_010679.3	GO:0003674
NP_010679.3	GO:0005634
NP_010679.3	GO:0005737
NP_010680.1	GO:0046982
NP_010680.1	GO:0001403
NP_010680.1	GO:0007124
NP_010680.1	GO:0005634
NP_010680.1	GO:0003712
NP_010680.1	GO:0016573
NP_010680.1	GO:0005829
NP_010680.1	GO:0003677
NP_010680.1	GO:0006357
NP_010680.1	GO:0006366
NP_010680.1	GO:0006325
NP_010680.1	GO:0000124
NP_010680.1	GO:0005669
NP_010680.1	GO:0046695
NP_010681.1	GO:0016021
NP_010681.1	GO:0005739
NP_010681.1	GO:0005743
NP_010681.1	GO:0016020
NP_010681.1	GO:0007005
NP_010681.1	GO:0003674
NP_010681.1	GO:0007007
NP_010682.3	GO:0031597
NP_010682.3	GO:0016887
NP_010682.3	GO:0030163
NP_010682.3	GO:1901800
NP_010682.3	GO:0005634
NP_010682.3	GO:0045899
NP_010682.3	GO:0016787
NP_010682.3	GO:0000502
NP_010682.3	GO:0000166
NP_010682.3	GO:0008540
NP_010682.3	GO:0036402
NP_010682.3	GO:0005737
NP_010682.3	GO:0070682
NP_010682.3	GO:0006511
NP_010682.3	GO:0005524
NP_010683.3	GO:0008565
NP_010683.3	GO:0005634
NP_010683.3	GO:0008536
NP_010683.3	GO:0005643
NP_010683.3	GO:0006406
NP_010683.3	GO:0005829
NP_010683.3	GO:0006606
NP_010683.3	GO:0015031
NP_010683.3	GO:0005635
NP_010683.3	GO:0006886
NP_010683.3	GO:0005737
NP_010683.3	GO:0006913
NP_010683.3	GO:0051028
NP_010685.1	GO:0046982
NP_010685.1	GO:0005671
NP_010685.1	GO:0003713
NP_010685.1	GO:0051123
NP_010685.1	GO:0017025
NP_010685.1	GO:0045944
NP_010685.1	GO:0003714
NP_010685.1	GO:0017054
NP_010685.1	GO:0061408
NP_010685.1	GO:0001047
NP_010685.1	GO:0005634
NP_010685.1	GO:0000122
NP_010685.1	GO:0003682
NP_010685.1	GO:0045898
NP_010685.1	GO:0016480
NP_010685.1	GO:0006338
NP_010686.1	GO:0000462
NP_010686.1	GO:0005634
NP_010686.1	GO:0033553
NP_010686.1	GO:0032040
NP_010686.1	GO:0045943
NP_010686.1	GO:0034455
NP_010686.1	GO:0006364
NP_010686.1	GO:0005730
NP_010686.1	GO:0003674
NP_010686.1	GO:0042254
NP_010687.3	GO:0052657
NP_010687.3	GO:0016740
NP_010687.3	GO:0000166
NP_010687.3	GO:0005737
NP_010687.3	GO:0046100
NP_010687.3	GO:0004422
NP_010687.3	GO:0032264
NP_010687.3	GO:0005634
NP_010687.3	GO:0004615
NP_010687.3	GO:0032263
NP_010687.3	GO:0006166
NP_010687.3	GO:0009116
NP_010687.3	GO:0016757
NP_010687.3	GO:0046872
NP_010687.3	GO:0032265
NP_010688.4	GO:0050263
NP_010688.4	GO:0006218
NP_010688.4	GO:0008152
NP_010688.4	GO:0016798
NP_010688.4	GO:0016799
NP_010688.4	GO:0008477
NP_010688.4	GO:0016787
NP_010688.4	GO:0019358
NP_010688.4	GO:0045437
NP_010688.4	GO:0005829
NP_010688.4	GO:0070636
NP_010688.4	GO:0008655
NP_010688.4	GO:0070635
NP_010688.4	GO:0046135
NP_010688.4	GO:0005634
NP_010688.4	GO:0034356
NP_010688.4	GO:0005737
NP_010688.4	GO:0006152
NP_010688.4	GO:0006216
NP_010690.1	GO:0055114
NP_010690.1	GO:0016491
NP_010690.1	GO:0030476
NP_010690.1	GO:0016705
NP_010690.1	GO:0005506
NP_010690.1	GO:0020037
NP_010690.1	GO:0030435
NP_010690.1	GO:0046872
NP_010690.1	GO:0005575
NP_010690.1	GO:0004497
NP_010691.1	GO:0003824
NP_010691.1	GO:0030476
NP_010691.1	GO:0030435
NP_010691.1	GO:0005575
NP_010692.3	GO:0001172
NP_010692.3	GO:0003727
NP_010692.3	GO:0006367
NP_010692.3	GO:0060213
NP_010692.3	GO:0003676
NP_010692.3	GO:0003968
NP_010692.3	GO:0031369
NP_010692.3	GO:0005634
NP_010692.3	GO:0005665
NP_010692.3	GO:0003899
NP_010692.3	GO:0003697
NP_010692.3	GO:0045948
NP_010692.3	GO:0000291
NP_010692.3	GO:0006366
NP_010692.3	GO:0006351
NP_010692.3	GO:0000932
NP_010692.3	GO:0005737
NP_010693.3	GO:0005739
NP_010693.3	GO:0032543
NP_010693.3	GO:0006412
NP_010693.3	GO:0003735
NP_010693.3	GO:0005762
NP_010693.3	GO:0005840
NP_010694.1	GO:0005524
NP_010694.1	GO:0042626
NP_010694.1	GO:0005886
NP_010694.1	GO:0055085
NP_010694.1	GO:0042493
NP_010694.1	GO:0000166
NP_010694.1	GO:0046618
NP_010694.1	GO:0071944
NP_010694.1	GO:0016021
NP_010694.1	GO:0016887
NP_010694.1	GO:0016020
NP_010695.1	GO:1990071
NP_010695.1	GO:0005769
NP_010695.1	GO:0017112
NP_010695.1	GO:0005802
NP_010695.1	GO:0005794
NP_010695.1	GO:0006891
NP_010695.1	GO:0034498
NP_010695.1	GO:0043087
NP_010695.1	GO:0005829
NP_010696.3	GO:0009058
NP_010696.3	GO:0005737
NP_010696.3	GO:0004644
NP_010696.3	GO:0005634
NP_010696.3	GO:0016740
NP_010696.3	GO:0006164
NP_010696.3	GO:0046084
NP_010696.3	GO:0016742
NP_010696.3	GO:0006189
NP_010697.3	GO:0046872
NP_010697.3	GO:0016925
NP_010697.3	GO:0005634
NP_010697.3	GO:0016740
NP_010697.3	GO:0031397
NP_010697.3	GO:0019789
NP_010697.3	GO:0000790
NP_010697.3	GO:0005940
NP_010697.3	GO:0008270
NP_010697.3	GO:0007059
NP_010697.3	GO:0005935
NP_010697.3	GO:1990683
NP_010697.3	GO:0005737
NP_010698.1	GO:0005789
NP_010698.1	GO:0032259
NP_010698.1	GO:0008168
NP_010698.1	GO:0016740
NP_010698.1	GO:0019236
NP_010698.1	GO:0016021
NP_010698.1	GO:0007323
NP_010698.1	GO:0006481
NP_010698.1	GO:0016020
NP_010698.1	GO:0005637
NP_010698.1	GO:0005783
NP_010698.1	GO:0004671
NP_010699.1	GO:0016021
NP_010699.1	GO:0000837
NP_010699.1	GO:0005789
NP_010699.1	GO:0000839
NP_010699.1	GO:0030433
NP_010699.1	GO:0005783
NP_010699.1	GO:0003674
NP_010699.1	GO:0030968
NP_010699.1	GO:0016020
NP_010700.3	GO:0007000
NP_010700.3	GO:0003697
NP_010700.3	GO:0030307
NP_010700.3	GO:0003674
NP_010700.3	GO:0042254
NP_010700.3	GO:0019843
NP_010700.3	GO:0005634
NP_010700.3	GO:0006364
NP_010700.3	GO:0005737
NP_010700.3	GO:0043066
NP_010700.3	GO:0008284
NP_010700.3	GO:0005515
NP_010700.3	GO:0005730
NP_010702.4	GO:0015031
NP_010702.4	GO:0003674
NP_010702.4	GO:0006486
NP_010702.4	GO:0016021
NP_010702.4	GO:0016020
NP_010702.4	GO:0005789
NP_010702.4	GO:0005783
NP_010702.4	GO:0006621
NP_010703.1	GO:0006508
NP_010703.1	GO:0008233
NP_010703.1	GO:0008150
NP_010703.1	GO:0016787
NP_010703.1	GO:0004177
NP_010703.1	GO:0003674
NP_010703.1	GO:0000324
NP_010703.1	GO:0046872
NP_010704.1	GO:0071004
NP_010704.1	GO:0006396
NP_010704.1	GO:0000349
NP_010704.1	GO:0000974
NP_010704.1	GO:0071007
NP_010704.1	GO:0008380
NP_010704.1	GO:0000386
NP_010704.1	GO:0000398
NP_010704.1	GO:0006397
NP_010704.1	GO:0005634
NP_010704.1	GO:0005681
NP_010704.1	GO:0000384
NP_010704.1	GO:0071014
NP_010704.1	GO:0005829
NP_010704.1	GO:0071008
NP_010704.1	GO:0071013
NP_010704.1	GO:0071006
NP_010706.3	GO:0015934
NP_010706.3	GO:0022625
NP_010706.3	GO:0006412
NP_010706.3	GO:0000027
NP_010706.3	GO:0005840
NP_010706.3	GO:0003723
NP_010706.3	GO:0002181
NP_010706.3	GO:0070180
NP_010706.3	GO:0003735
NP_010706.3	GO:0005737
NP_010706.3	GO:0019843
NP_010707.3	GO:0007059
NP_010707.3	GO:0046872
NP_010707.3	GO:0042276
NP_010707.3	GO:0007064
NP_010707.3	GO:0006260
NP_010707.3	GO:0003887
NP_010707.3	GO:0035861
NP_010707.3	GO:0003677
NP_010707.3	GO:0005634
NP_010707.3	GO:0009314
NP_010707.3	GO:0005657
NP_010707.3	GO:0005739
NP_010707.3	GO:0016779
NP_010707.3	GO:0016740
NP_010707.3	GO:0070987
NP_010707.3	GO:0003684
NP_010707.3	GO:0006281
NP_010707.3	GO:0071897
NP_010707.3	GO:0006974
NP_010708.1	GO:0016021
NP_010708.1	GO:0030427
NP_010708.1	GO:0009986
NP_010708.1	GO:0001402
NP_010708.1	GO:0000282
NP_010708.1	GO:0006972
NP_010708.1	GO:0005576
NP_010708.1	GO:0031505
NP_010708.1	GO:0007232
NP_010708.1	GO:0016020
NP_010708.1	GO:0006075
NP_010708.1	GO:0005034
NP_010708.1	GO:0005886
NP_010708.1	GO:0005887
NP_010708.1	GO:0030010
NP_010709.1	GO:0006355
NP_010709.1	GO:0006572
NP_010709.1	GO:0000981
NP_010709.1	GO:0008270
NP_010709.1	GO:0045944
NP_010709.1	GO:0046872
NP_010709.1	GO:0006559
NP_010709.1	GO:0005634
NP_010709.1	GO:0009083
NP_010709.1	GO:0003677
NP_010709.1	GO:0006569
NP_010709.1	GO:0009074
NP_010709.1	GO:0043565
NP_010710.4	GO:0016020
NP_010710.4	GO:0005773
NP_010710.4	GO:0031588
NP_010710.4	GO:0005774
NP_010710.4	GO:0000324
NP_010710.4	GO:2000222
NP_010710.4	GO:0043254
NP_010710.4	GO:0007165
NP_010710.4	GO:0004679
NP_010710.4	GO:0006468
NP_010710.4	GO:0005737
NP_010711.3	GO:0005737
NP_010711.3	GO:0043565
NP_010711.3	GO:0045944
NP_010711.3	GO:0001228
NP_010711.3	GO:0003700
NP_010711.3	GO:0036003
NP_010711.3	GO:0006355
NP_010711.3	GO:0046686
NP_010711.3	GO:0005634
NP_010711.3	GO:0071276
NP_010711.3	GO:0003677
NP_010712.1	GO:0005643
NP_010712.1	GO:0005881
NP_010712.1	GO:0005856
NP_010712.1	GO:0005868
NP_010712.1	GO:0008574
NP_010712.1	GO:2000582
NP_010712.1	GO:0034399
NP_010712.1	GO:0051292
NP_010712.1	GO:1990429
NP_010712.1	GO:0005874
NP_010712.1	GO:0030473
NP_010712.1	GO:0005777
NP_010712.1	GO:0040001
NP_010712.1	GO:0051959
NP_010712.1	GO:0030286
NP_010712.1	GO:0045505
NP_010712.1	GO:0007017
NP_010712.1	GO:0005737
NP_010712.1	GO:0003774
NP_010712.1	GO:0005875
NP_010713.1	GO:0005768
NP_010713.1	GO:0008289
NP_010713.1	GO:0015031
NP_010713.1	GO:0042147
NP_010713.1	GO:0005829
NP_010713.1	GO:0032266
NP_010713.1	GO:0016020
NP_010713.1	GO:0010008
NP_010713.1	GO:0035091
NP_010713.1	GO:0005770
NP_010715.3	GO:0008541
NP_010715.3	GO:0000502
NP_010715.3	GO:0043248
NP_010715.3	GO:0005829
NP_010715.3	GO:0005198
NP_010715.3	GO:0034515
NP_010715.3	GO:0006511
NP_010715.3	GO:0005634
NP_010716.3	GO:0009435
NP_010716.3	GO:0016787
NP_010716.3	GO:0019441
NP_010716.3	GO:0005575
NP_010716.3	GO:0034354
NP_010716.3	GO:0006569
NP_010716.3	GO:0004061
NP_010717.1	GO:0002188
NP_010717.1	GO:0002183
NP_010717.1	GO:0033290
NP_010717.1	GO:0043614
NP_010717.1	GO:0001732
NP_010717.1	GO:0003676
NP_010717.1	GO:0010494
NP_010717.1	GO:0003723
NP_010717.1	GO:0005852
NP_010717.1	GO:0003743
NP_010717.1	GO:0005737
NP_010717.1	GO:0006412
NP_010717.1	GO:0006413
NP_010717.1	GO:0006415
NP_010717.1	GO:0016282
NP_010718.1	GO:0003824
NP_010718.1	GO:0046872
NP_010718.1	GO:0016485
NP_010718.1	GO:0008233
NP_010718.1	GO:0008237
NP_010718.1	GO:0005739
NP_010718.1	GO:0005759
NP_010718.1	GO:0016787
NP_010718.1	GO:0006508
NP_010718.1	GO:0004222
NP_010718.1	GO:0005758
NP_010718.1	GO:0051603
NP_010720.3	GO:0005730
NP_010720.3	GO:0042254
NP_010720.3	GO:0006415
NP_010720.3	GO:0003723
NP_010720.3	GO:0005634
NP_010720.3	GO:0006406
NP_010720.3	GO:0000398
NP_010720.3	GO:0010494
NP_010720.3	GO:0006364
NP_010720.3	GO:0031370
NP_010720.3	GO:0008143
NP_010720.3	GO:0003729
NP_010720.3	GO:2000805
NP_010720.3	GO:0000993
NP_010720.3	GO:0003676
NP_010720.3	GO:0032968
NP_010720.3	GO:0017148
NP_010720.3	GO:0005737
NP_010722.3	GO:0005783
NP_010722.3	GO:0003923
NP_010722.3	GO:0042765
NP_010722.3	GO:0005789
NP_010722.3	GO:0006506
NP_010722.3	GO:0016255
NP_010722.3	GO:0016020
NP_010722.3	GO:0016021
NP_010723.1	GO:0010506
NP_010723.1	GO:0018423
NP_010723.1	GO:0032259
NP_010723.1	GO:0016740
NP_010723.1	GO:0034622
NP_010723.1	GO:0006481
NP_010723.1	GO:0005575
NP_010723.1	GO:0008168
NP_010724.1	GO:0016787
NP_010724.1	GO:0004721
NP_010724.1	GO:0004722
NP_010724.1	GO:0048037
NP_010724.1	GO:0005737
NP_010724.1	GO:0046872
NP_010724.1	GO:0005634
NP_010724.1	GO:0006470
NP_010724.1	GO:0004724
NP_010724.1	GO:0006883
NP_010724.1	GO:0005575
NP_010725.3	GO:0008194
NP_010725.3	GO:0016021
NP_010725.3	GO:0017176
NP_010725.3	GO:0005783
NP_010725.3	GO:0016740
NP_010725.3	GO:0005635
NP_010725.3	GO:0016020
NP_010725.3	GO:0030176
NP_010725.3	GO:0000506
NP_010725.3	GO:0071555
NP_010725.3	GO:0006506
NP_010725.3	GO:0005789
NP_010726.3	GO:0003674
NP_010726.3	GO:0016020
NP_010726.3	GO:0031966
NP_010726.3	GO:0016021
NP_010726.3	GO:0008150
NP_010726.3	GO:0000324
NP_010726.3	GO:0005739
NP_010727.1	GO:0007049
NP_010727.1	GO:0070550
NP_010727.1	GO:0000183
NP_010727.1	GO:0051455
NP_010727.1	GO:0000775
NP_010727.1	GO:1990414
NP_010727.1	GO:0051321
NP_010727.1	GO:0005634
NP_010727.1	GO:0003674
NP_010727.1	GO:0045143
NP_010727.1	GO:0005730
NP_010727.1	GO:0005694
NP_010727.1	GO:0033551
NP_010727.1	GO:0034503
NP_010728.1	GO:0000725
NP_010728.1	GO:0031573
NP_010728.1	GO:0031452
NP_010728.1	GO:0006334
NP_010728.1	GO:0006348
NP_010728.1	GO:0070911
NP_010728.1	GO:0099114
NP_010728.1	GO:0006325
NP_010728.1	GO:0031151
NP_010728.1	GO:0008168
NP_010728.1	GO:2000677
NP_010728.1	GO:0031493
NP_010728.1	GO:0051598
NP_010728.1	GO:0006281
NP_010728.1	GO:0003677
NP_010728.1	GO:0034729
NP_010728.1	GO:0006289
NP_010728.1	GO:0044783
NP_010728.1	GO:0006301
NP_010728.1	GO:0051726
NP_010728.1	GO:0043486
NP_010728.1	GO:0099115
NP_010728.1	GO:0016740
NP_010728.1	GO:0000077
NP_010728.1	GO:0000781
NP_010728.1	GO:0032259
NP_010728.1	GO:0018024
NP_010728.1	GO:0005634
NP_010729.3	GO:0006166
NP_010729.3	GO:0009116
NP_010729.3	GO:0008150
NP_010729.3	GO:0003674
NP_010729.3	GO:0006168
NP_010729.3	GO:0005737
NP_010729.3	GO:0003999
NP_010729.3	GO:0044209
NP_010729.3	GO:0016757
NP_010729.3	GO:0016208
NP_010729.3	GO:0016740
NP_010729.3	GO:0002055
NP_010731.3	GO:0001135
NP_010731.3	GO:0000122
NP_010731.3	GO:0006357
NP_010731.3	GO:0003712
NP_010731.3	GO:0003713
NP_010731.3	GO:0005634
NP_010731.3	GO:0051123
NP_010731.3	GO:0045944
NP_010731.3	GO:0016592
NP_010731.3	GO:0000435
NP_010732.1	GO:0044255
NP_010732.1	GO:0005737
NP_010732.1	GO:0016042
NP_010732.1	GO:0008150
NP_010732.1	GO:0047372
NP_010732.1	GO:0006629
NP_010732.1	GO:0003674
NP_010732.1	GO:0016787
NP_010734.1	GO:1990414
NP_010734.1	GO:0005634
NP_010734.1	GO:0003674
NP_010734.1	GO:0070193
NP_010734.1	GO:0007131
NP_010734.1	GO:0071555
NP_010734.1	GO:0000795
NP_010735.3	GO:0005840
NP_010735.3	GO:0005737
NP_010735.3	GO:0000028
NP_010735.3	GO:0006412
NP_010735.3	GO:0002181
NP_010735.3	GO:0003735
NP_010735.3	GO:0022627
NP_010736.3	GO:0003677
NP_010736.3	GO:0000124
NP_010736.3	GO:0046872
